wp_posts,999,post_type,Type,question
wp_posts,999,post_title,Title,Match
wp_posts,999,post_date,Date,"2020-07-24 16:21:11"
wp_posts,999,post_content,Content,"<div class=""vibe_editor_rich_text""><p>Question Statement : Arrange the below options in following order: 4,3,2,1 &nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;[match]</p>
<ul>
  <li>First Order</li>
  <li>Second Order</li>
  <li>Third order</li>
  <li>Fourth Order</li>
</ul>
<p>[/match]</p></div>"
wp_posts,999,post_author,"Author ID",1
wp_posts,999,post_excerpt,Excerpt,
wp_posts,999,post_status,Status,publish
wp_posts,999,post_name,Slug,match
wp_posts,999,comment_count,"Review/Note/Answer Count",0
wp_postmeta,999,raw,,"rich_text,{""blocks"":[{""key"":""5unpv"",""text"":""Question Statement : Arrange the below options in following order: 4,3,2,1                                                                     [match]"",""type"":""unstyled"",""depth"":0,""inlineStyleRanges"":[],""entityRanges"":[],""data"":{}},{""key"":""362dv"",""text"":""First Order"",""type"":""unordered-list-item"",""depth"":0,""inlineStyleRanges"":[],""entityRanges"":[],""data"":{}},{""key"":""9nqm1"",""text"":""Second Order"",""type"":""unordered-list-item"",""depth"":0,""inlineStyleRanges"":[],""entityRanges"":[],""data"":{}},{""key"":""4r8m9"",""text"":""Third order"",""type"":""unordered-list-item"",""depth"":0,""inlineStyleRanges"":[],""entityRanges"":[],""data"":{}},{""key"":""b6qda"",""text"":""Fourth Order"",""type"":""unordered-list-item"",""depth"":0,""inlineStyleRanges"":[],""entityRanges"":[],""data"":{}},{""key"":""49ggh"",""text"":""[/match]"",""type"":""unstyled"",""depth"":0,""inlineStyleRanges"":[],""entityRanges"":[],""data"":{}}],""entityMap"":{}}"
wp_postmeta,999,vibe_question_type,"Question Type",match
wp_postmeta,999,vibe_question_explaination,"Answer Explanation","<div class=""vibe_editor_rich_text""><p>seomthing</p></div>"
wp_postmeta,999,vibe_question_explaination_raw,,"rich_text,{""blocks"":[{""key"":""27g82"",""text"":""seomthing"",""type"":""unstyled"",""depth"":0,""inlineStyleRanges"":[],""entityRanges"":[],""data"":{}}],""entityMap"":{}}"
wp_postmeta,999,vibe_question_answer,"Correct Answer",tokyo
wp_postmeta,999,vibe_question_hint,"Answer Hint","some hint"
wp_postmeta,999,vibe_question_options,"Question Options (For Single/Multiple/Sort/Match Question types)","<div class=""vibe_editor_rich_text""><p>Option 1</p></div>|<div class=""vibe_editor_rich_text""><p>Option 2</p></div>|<div class=""vibe_editor_rich_text""><p>Option 3</p></div>"
wp_posts,178,post_type,Type,question
wp_posts,178,post_title,Title,"Essay type"
wp_posts,178,post_date,Date,"2020-07-24 16:20:58"
wp_posts,178,post_content,Content,"Some question"
wp_posts,178,post_author,"Author ID",1
wp_posts,178,post_excerpt,Excerpt,
wp_posts,178,post_status,Status,publish
wp_posts,178,post_name,Slug,essay-type
wp_posts,178,comment_count,"Review/Note/Answer Count",0
wp_postmeta,178,vibe_question_type,"Question Type",largetext
wp_postmeta,178,vibe_question_explaination,"Answer Explanation","<div class=""vibe_editor_rich_text""><p>seomthing</p></div>"
wp_postmeta,178,vibe_question_explaination_raw,,"rich_text,{""blocks"":[{""key"":""27g82"",""text"":""seomthing"",""type"":""unstyled"",""depth"":0,""inlineStyleRanges"":[],""entityRanges"":[],""data"":{}}],""entityMap"":{}}"
wp_postmeta,178,vibe_question_answer,"Correct Answer",tokyo
wp_postmeta,178,vibe_question_hint,"Answer Hint","some hint"
wp_postmeta,178,vibe_question_options,"Question Options (For Single/Multiple/Sort/Match Question types)","<div class=""vibe_editor_rich_text""><p>Option 1</p></div>|<div class=""vibe_editor_rich_text""><p>Option 2</p></div>|<div class=""vibe_editor_rich_text""><p>Option 3</p></div>|<div class=""vibe_editor_rich_text""><p>Option 4</p></div>|<div class=""vibe_editor_rich_text""><p>Option 5</p></div>|<div class=""vibe_editor_rich_text""><p>Option 6</p></div>"
wp_posts,177,post_type,Type,question
wp_posts,177,post_title,Title,"Small text"
wp_posts,177,post_date,Date,"2020-07-24 16:20:40"
wp_posts,177,post_content,Content,"Question Statement : Capital of japan"
wp_posts,177,post_author,"Author ID",1
wp_posts,177,post_excerpt,Excerpt,
wp_posts,177,post_status,Status,publish
wp_posts,177,post_name,Slug,small-text
wp_posts,177,comment_count,"Review/Note/Answer Count",0
wp_postmeta,177,vibe_question_type,"Question Type",smalltext
wp_postmeta,177,vibe_question_explaination,"Answer Explanation","<div class=""vibe_editor_rich_text""><p>seomthing</p></div>"
wp_postmeta,177,vibe_question_explaination_raw,,"rich_text,{""blocks"":[{""key"":""27g82"",""text"":""seomthing"",""type"":""unstyled"",""depth"":0,""inlineStyleRanges"":[],""entityRanges"":[],""data"":{}}],""entityMap"":{}}"
wp_postmeta,177,vibe_question_answer,"Correct Answer",tokyo
wp_postmeta,177,vibe_question_hint,"Answer Hint",ads
wp_postmeta,177,vibe_question_options,"Question Options (For Single/Multiple/Sort/Match Question types)","<div class=""vibe_editor_rich_text""><p>Option 1</p></div>|<div class=""vibe_editor_rich_text""><p>Option 2</p></div>|<div class=""vibe_editor_rich_text""><p>Option 3</p></div>|<div class=""vibe_editor_rich_text""><p>Option 4</p></div>|<div class=""vibe_editor_rich_text""><p>Option 5</p></div>|<div class=""vibe_editor_rich_text""><p>Option 6</p></div>"
wp_posts,176,post_type,Type,question
wp_posts,176,post_title,Title,"Select Drop"
wp_posts,176,post_date,Date,"2020-07-24 16:20:16"
wp_posts,176,post_content,Content,"<div class=""vibe_editor_rich_text""><p>Question Statement : Fill in the blank [fillblank] and another [fillblank]</p></div>"
wp_posts,176,post_author,"Author ID",1
wp_posts,176,post_excerpt,Excerpt,
wp_posts,176,post_status,Status,publish
wp_posts,176,post_name,Slug,select-drop
wp_posts,176,comment_count,"Review/Note/Answer Count",0
wp_postmeta,176,raw,,"rich_text,{""blocks"":[{""key"":""8v79n"",""text"":""Question Statement : Fill in the blank [fillblank] and another [fillblank]"",""type"":""unstyled"",""depth"":0,""inlineStyleRanges"":[],""entityRanges"":[],""data"":{}}],""entityMap"":{}}"
wp_postmeta,176,vibe_question_type,"Question Type",select
wp_postmeta,176,vibe_question_explaination,"Answer Explanation","<div class=""vibe_editor_rich_text""><p>seomthing</p></div>"
wp_postmeta,176,vibe_question_explaination_raw,,"rich_text,{""blocks"":[{""key"":""27g82"",""text"":""seomthing"",""type"":""unstyled"",""depth"":0,""inlineStyleRanges"":[],""entityRanges"":[],""data"":{}}],""entityMap"":{}}"
wp_postmeta,176,vibe_question_answer,"Correct Answer","3,2,1"
wp_postmeta,176,vibe_question_hint,"Answer Hint",somevalue
wp_postmeta,176,vibe_question_options,"Question Options (For Single/Multiple/Sort/Match Question types)","<div class=""vibe_editor_rich_text""><p>Option 1</p></div>|<div class=""vibe_editor_rich_text""><p>Option 2</p></div>|<div class=""vibe_editor_rich_text""><p>Option 3</p></div>|<div class=""vibe_editor_rich_text""><p>Option 4</p></div>|<div class=""vibe_editor_rich_text""><p>Option 5</p></div>|<div class=""vibe_editor_rich_text""><p>Option 6</p></div>"
wp_posts,175,post_type,Type,question
wp_posts,175,post_title,Title,Fillblank
wp_posts,175,post_date,Date,"2020-07-24 16:20:04"
wp_posts,175,post_content,Content,"<div class=""vibe_editor_rich_text""><p>Fill blank here [fillblank]</p></div>"
wp_posts,175,post_author,"Author ID",1
wp_posts,175,post_excerpt,Excerpt,
wp_posts,175,post_status,Status,publish
wp_posts,175,post_name,Slug,fillblank
wp_posts,175,comment_count,"Review/Note/Answer Count",0
wp_postmeta,175,raw,,"rich_text,{""blocks"":[{""key"":""23ppj"",""text"":""Fill blank here [fillblank]"",""type"":""unstyled"",""depth"":0,""inlineStyleRanges"":[],""entityRanges"":[],""data"":{}}],""entityMap"":{}}"
wp_postmeta,175,vibe_question_type,"Question Type",fillblank
wp_postmeta,175,vibe_question_explaination,"Answer Explanation","<div class=""vibe_editor_rich_text""><p>seomthing</p></div>"
wp_postmeta,175,vibe_question_explaination_raw,,"rich_text,{""blocks"":[{""key"":""27g82"",""text"":""seomthing"",""type"":""unstyled"",""depth"":0,""inlineStyleRanges"":[],""entityRanges"":[],""data"":{}}],""entityMap"":{}}"
wp_postmeta,175,vibe_question_answer,"Correct Answer","3,2,1"
wp_postmeta,175,vibe_question_hint,"Answer Hint",somevalue
wp_postmeta,175,vibe_question_options,"Question Options (For Single/Multiple/Sort/Match Question types)","Option 1|Option 2|<div class=""vibe_editor_rich_text""><p>Option 3</p></div>"
wp_posts,174,post_type,Type,question
wp_posts,174,post_title,Title,"Sort question"
wp_posts,174,post_date,Date,"2020-07-24 16:18:07"
wp_posts,174,post_content,Content,"<div class=""vibe_editor_rich_text""><p>This is a sort option</p></div>"
wp_posts,174,post_author,"Author ID",1
wp_posts,174,post_excerpt,Excerpt,
wp_posts,174,post_status,Status,publish
wp_posts,174,post_name,Slug,sort-question
wp_posts,174,comment_count,"Review/Note/Answer Count",0
wp_postmeta,174,raw,,"rich_text,{""blocks"":[{""key"":""64llf"",""text"":""This is a sort option"",""type"":""unstyled"",""depth"":0,""inlineStyleRanges"":[],""entityRanges"":[],""data"":{}}],""entityMap"":{}}"
wp_postmeta,174,vibe_question_type,"Question Type",sort
wp_postmeta,174,vibe_question_explaination,"Answer Explanation","<div class=""vibe_editor_rich_text""><p>seomthing</p></div>"
wp_postmeta,174,vibe_question_explaination_raw,,"rich_text,{""blocks"":[{""key"":""27g82"",""text"":""seomthing"",""type"":""unstyled"",""depth"":0,""inlineStyleRanges"":[],""entityRanges"":[],""data"":{}}],""entityMap"":{}}"
wp_postmeta,174,vibe_question_answer,"Correct Answer","2,3"
wp_postmeta,174,vibe_question_hint,"Answer Hint",hint
wp_postmeta,174,vibe_question_options,"Question Options (For Single/Multiple/Sort/Match Question types)","<div class=""vibe_editor_rich_text""><p>Option 1</p></div>|<div class=""vibe_editor_rich_text""><p>Option 2</p></div>|<div class=""vibe_editor_rich_text""><p>Option 3</p></div>|<div class=""vibe_editor_rich_text""><p>Option 4</p></div>"
wp_posts,173,post_type,Type,question
wp_posts,173,post_title,Title,MCC
wp_posts,173,post_date,Date,"2020-07-24 16:17:36"
wp_posts,173,post_content,Content,"<div class=""vibe_editor_rich_text""><p>This is a quesiton</p></div>"
wp_posts,173,post_author,"Author ID",1
wp_posts,173,post_excerpt,Excerpt,
wp_posts,173,post_status,Status,publish
wp_posts,173,post_name,Slug,mcc
wp_posts,173,comment_count,"Review/Note/Answer Count",0
wp_postmeta,173,raw,,"rich_text,{""blocks"":[{""key"":""e1ut0"",""text"":""This is a quesiton"",""type"":""unstyled"",""depth"":0,""inlineStyleRanges"":[],""entityRanges"":[],""data"":{}}],""entityMap"":{}}"
wp_postmeta,173,vibe_question_type,"Question Type",multiple
wp_postmeta,173,vibe_question_explaination,"Answer Explanation","<div class=""vibe_editor_rich_text""><p>ok cool question</p></div>"
wp_postmeta,173,vibe_question_explaination_raw,,"rich_text,{""blocks"":[{""key"":""d42b9"",""text"":""ok cool question"",""type"":""unstyled"",""depth"":0,""inlineStyleRanges"":[],""entityRanges"":[],""data"":{}}],""entityMap"":{}}"
wp_postmeta,173,vibe_question_answer,"Correct Answer","2,3"
wp_postmeta,173,vibe_question_hint,"Answer Hint",hint
wp_postmeta,173,vibe_question_options,"Question Options (For Single/Multiple/Sort/Match Question types)","<div class=""vibe_editor_rich_text""><p>Option 1</p></div>|<div class=""vibe_editor_rich_text""><p>Option 2</p></div>|<div class=""vibe_editor_rich_text""><p>Option 3</p></div>|<div class=""vibe_editor_rich_text""><p>Option 4</p></div>"
wp_posts,172,post_type,Type,question
wp_posts,172,post_title,Title,MCQ
wp_posts,172,post_date,Date,"2020-07-24 16:17:12"
wp_posts,172,post_content,Content,"<div class=""vibe_editor_rich_text""><p>Multiple choice question</p></div>"
wp_posts,172,post_author,"Author ID",1
wp_posts,172,post_excerpt,Excerpt,
wp_posts,172,post_status,Status,publish
wp_posts,172,post_name,Slug,mcq
wp_posts,172,comment_count,"Review/Note/Answer Count",0
wp_postmeta,172,raw,,"rich_text,{""blocks"":[{""key"":""25m7i"",""text"":""Multiple choice question"",""type"":""unstyled"",""depth"":0,""inlineStyleRanges"":[],""entityRanges"":[],""data"":{}}],""entityMap"":{}}"
wp_postmeta,172,vibe_question_type,"Question Type",single
wp_postmeta,172,vibe_question_explaination,"Answer Explanation","<div class=""vibe_editor_rich_text""><p>ok cool question</p></div>"
wp_postmeta,172,vibe_question_explaination_raw,,"rich_text,{""blocks"":[{""key"":""d42b9"",""text"":""ok cool question"",""type"":""unstyled"",""depth"":0,""inlineStyleRanges"":[],""entityRanges"":[],""data"":{}}],""entityMap"":{}}"
wp_postmeta,172,vibe_question_answer,"Correct Answer",2
wp_postmeta,172,vibe_question_hint,"Answer Hint",hint
wp_postmeta,172,vibe_question_options,"Question Options (For Single/Multiple/Sort/Match Question types)","<div class=""vibe_editor_rich_text""><p>Option 1 is here</p></div>|<div class=""vibe_editor_rich_text""><p>Option 2 is here</p></div>|<div class=""vibe_editor_rich_text""><p>Option 3 is here</p></div>|<div class=""vibe_editor_rich_text""><p>Option 4 is here</p></div>"
wp_posts,171,post_type,Type,question
wp_posts,171,post_title,Title,"True False"
wp_posts,171,post_date,Date,"2020-07-24 16:16:11"
wp_posts,171,post_content,Content,"<div class=""vibe_editor_rich_text""><p>This is true or false</p></div>"
wp_posts,171,post_author,"Author ID",1
wp_posts,171,post_excerpt,Excerpt,
wp_posts,171,post_status,Status,publish
wp_posts,171,post_name,Slug,true-false
wp_posts,171,comment_count,"Review/Note/Answer Count",0
wp_postmeta,171,raw,,"rich_text,{""blocks"":[{""key"":""bt8bv"",""text"":""This is true or false"",""type"":""unstyled"",""depth"":0,""inlineStyleRanges"":[],""entityRanges"":[],""data"":{}}],""entityMap"":{}}"
wp_postmeta,171,vibe_question_type,"Question Type",truefalse
wp_postmeta,171,vibe_question_explaination,"Answer Explanation","<div class=""vibe_editor_rich_text""><p>explanation</p></div>"
wp_postmeta,171,vibe_question_explaination_raw,,"rich_text,{""blocks"":[{""key"":""at3ac"",""text"":""explanation"",""type"":""unstyled"",""depth"":0,""inlineStyleRanges"":[],""entityRanges"":[],""data"":{}}],""entityMap"":{}}"
wp_postmeta,171,vibe_question_answer,"Correct Answer",1
wp_postmeta,171,vibe_question_hint,"Answer Hint","This is some hint"
